time,ENGINE_RPM,SPEED,THROTTLE_POS,Max_Torque(Nm),Cmd_Torque(Nm),Gear,IntkGasMassFlw,NrmlzdAirChrg,Afr,FuelMassFlw,ExhManGasTemp,EngTrq,Bsfc,PwrTrnsfrd,PwrFuel
1967,1520,35,23,69.809,16.056,4,0.004637692,0.217153456,14.6,0.00031765,819.0728999,16.09646133,457.4882033,2562.138584,12070.70622
1968,2205,45,32,102.278,32.729,3,0.009913701,0.319989414,14.6,0.000679021,985.0738497,32.77114595,329.331919,7567.088965,25802.78316
1969,2576,60,28,114.136,31.958,4,0.011441836,0.316124564,14.6,0.000783687,1010.269771,31.9805895,334.077102,8627.022716,29780.12041
1970,1313,41,22,57.298,12.606,5,0.003277473,0.177657202,14.6,0.000224484,762.8190837,10.16901876,394.2495519,1398.209963,8530.409718
1971,1418,19,28,63.801,17.864,2,0.004558299,0.228788901,14.6,0.000312212,813.5945925,17.90822334,440.2879726,2659.238874,11864.06535
1972,1871,44,36,88.161,31.738,4,0.008232106,0.313145059,14.6,0.000563843,956.2196788,31.78877352,332.9810705,6228.395435,21426.02952
1973,1104,5,25,43.394,10.848,1,0.002382693,0.153605715,14.6,0.000163198,709.6492503,6.735065893,341.1904223,778.645074,6201.529231
1974,1115,12,25,44.158,11.04,2,0.00244831,0.156278726,14.6,0.000167692,712.4476625,7.110621512,347.1262485,830.254136,6372.312677
1975,1925,17,24,90.664,21.759,1,0.006834476,0.252686986,14.6,0.000468115,933.5058048,21.77160391,400.9024423,4388.840282,17788.3619
1976,1001,14,25,36.073,9.018,2,0.001818961,0.129329544,14.6,0.000124586,703.9354581,3.214097758,288.3516831,336.9161097,4734.282542
1977,1594,56,33,73.978,24.413,5,0.005996917,0.267761469,14.6,0.000410748,905.5562275,24.49265846,374.8336477,4088.395123,15608.41298
1978,1020,0,24,37.447,8.987,0,0.001839356,0.128343562,14.6,0.000125983,701.3638985,3.126130999,285.7999146,333.9150261,4787.365745
1979,1126,11,24,44.918,10.78,1,0.002413543,0.152554522,14.6,0.000165311,715.2460748,6.583482718,338.8506558,776.2877061,6281.824853
1980,2321,46,30,106.419,31.926,3,0.010283526,0.31533728,14.6,0.000704351,993.7309972,31.973434,332.9886709,7771.288664,26765.34248
1981,2078,44,25,97.295,24.324,3,0.00784923,0.268837542,14.6,0.000537619,964.0268824,24.38049416,375.6309513,5305.382068,20429.50324
1982,1305,40,27,56.789,15.333,5,0.003915182,0.213525547,14.6,0.000268163,764.0032184,15.37845428,465.9797525,2101.608496,10190.19989
1983,1374,42,26,61.115,15.89,5,0.004183851,0.216719465,14.6,0.000286565,786.0415258,15.9399608,459.7985164,2293.520359,10889.47644
1984,2503,49,30,112.121,33.636,3,0.011465039,0.326004105,14.6,0.000785277,1004.606497,33.66774725,326.7718539,8824.772653,29840.51165
1985,2174,44,34,101.105,34.376,3,0.010078047,0.329932609,14.6,0.000690277,983.0140124,34.40472324,322.6270415,7832.605014,26230.53382
1986,1014,0,25,37.014,9.254,0,0.001885338,0.132330387,14.6,0.000129133,702.1759699,3.661828229,294.7983531,388.834276,4907.043253
1987,1297,13,22,56.279,12.381,2,0.00318073,0.174540116,14.6,0.000217858,758.7486658,9.716780497,387.3806543,1319.74792,8278.613064
1988,1300,41,49,56.47,27.67,5,0.005319617,0.291236246,14.6,0.000364357,875.0511164,27.67712762,353.0940266,3767.844635,13845.57906
1989,2214,21,30,102.614,30.784,1,0.009588041,0.3082199,14.6,0.000656715,984.9294629,30.84201668,337.21602,7150.707312,24955.1761
1990,1953,63,31,91.929,28.498,5,0.008064372,0.293884531,14.6,0.000552354,962.5182989,28.54479419,345.543827,5837.915134,20989.46256
1991,2157,38,35,100.45,35.158,3,0.010142329,0.334653927,14.6,0.00069468,981.7633035,35.18097974,319.4533573,7946.69771,26397.84156
1992,998,0,26,35.855,9.322,0,0.001875915,0.133779916,14.6,0.000128487,704.3414938,3.817436898,298.3277071,398.9615351,4882.517474
1993,2384,44,26,108.502,28.211,3,0.009818433,0.293119243,14.6,0.000672495,998.2645119,28.26767537,348.5281843,7057.078759,25554.82605
1994,1735,44,31,81.478,25.258,4,0.006651414,0.272849341,14.6,0.000455576,932.6376538,25.34554636,365.8556393,4605.001273,17311.90003
1995,1006,3,24,36.435,8.744,1,0.001770517,0.125259486,14.6,0.000121268,703.2587319,2.666549626,279.1909344,280.9158664,4608.19612
1996,1338,42,30,58.875,17.662,5,0.004286236,0.227996573,14.6,0.000293578,794.4257007,17.70417952,442.8487517,2480.621686,11155.95567
1997,2339,39,31,107.026,33.178,3,0.010612975,0.322935148,14.6,0.000726916,995.1496495,33.21629034,327.9577374,8135.981787,27622.81186
1998,1089,2,24,42.347,10.163,1,0.002202806,0.143964943,14.6,0.000150877,705.8332335,5.381647383,319.7750821,613.722063,5733.330494
1999,2399,52,26,108.981,28.335,3,0.009907016,0.293914498,14.6,0.000678563,999.5646008,28.38752392,348.1093095,7131.590194,25785.38412
2000,1334,39,29,58.624,17.001,5,0.0041961,0.223871308,14.6,0.000287404,787.183666,17.04496695,449.3469496,2381.116316,10921.35727
2001,1209,6,26,50.539,13.14,1,0.003152481,0.185581455,14.6,0.000215923,736.3613675,11.28171856,412.1086769,1428.335335,8205.08764
2002,2689,44,50,116.948,58.474,3,0.017837822,0.472127619,14.6,0.001221769,989.1170178,58.46603136,269.6602946,16463.53288,46427.2069
2003,2011,60,29,94.475,27.398,5,0.008119262,0.287351119,14.6,0.000556114,967.1806033,27.45320505,350.0581793,5781.409643,21132.32646
2004,1668,46,25,77.986,19.496,4,0.005566612,0.237521713,14.6,0.000381275,878.7333068,19.55255938,422.8788958,3415.295436,14488.44282
2005,2362,49,33,107.788,35.57,3,0.011197398,0.337400405,14.6,0.000766945,996.6204225,35.59536729,318.2631431,8804.445102,29143.91153
2006,1123,4,25,44.711,11.178,1,0.002496178,0.158199147,14.6,0.000170971,714.4828715,7.381033687,351.3895236,868.0116652,6496.900869
2007,2106,42,27,98.434,26.577,3,0.00836071,0.282548628,14.6,0.000572651,974.4750138,26.65099534,353.7422798,5877.605297,21760.75293
2008,2019,58,35,94.819,33.187,5,0.009149476,0.322528664,14.6,0.000626676,968.6804372,33.21781266,327.0943319,7023.215078,23813.70579
2009,1360,42,29,60.248,17.472,5,0.004331573,0.226680993,14.6,0.000296683,797.8304996,17.51724861,444.427754,2494.786699,11273.95671
2010,1281,4,30,55.252,16.576,1,0.003986393,0.221482456,14.6,0.000273041,770.1250151,16.61425151,454.1906222,2228.735487,10375.54236
2011,2176,59,32,101.182,32.378,4,0.009717213,0.317827332,14.6,0.000665563,982.3602864,32.42123674,330.6810343,7387.833282,25291.3773
2012,1801,20,32,84.788,27.132,2,0.007203721,0.284676474,14.6,0.000493406,948.0911483,27.21351371,351.3057262,5132.476278,18749.41141
2013,2027,34,25,95.161,23.79,3,0.007560282,0.26545605,14.6,0.000517828,956.433605,23.83011709,380.7687584,5058.346121,19677.44576
2014,1941,60,31,91.39,28.331,5,0.007985356,0.292804101,14.6,0.000546942,961.4170442,28.38070205,346.2341358,5768.691147,20783.804
2015,1923,32,37,90.573,33.512,3,0.008760088,0.324218346,14.6,0.000600006,960.7150581,33.54686492,325.8250531,6755.536459,22800.22949
2016,1015,4,25,37.086,9.272,1,0.001890452,0.132558619,14.6,0.000129483,702.0406247,3.696025654,295.2870285,392.8526049,4920.354131
2017,997,1,26,35.782,9.303,1,0.001870639,0.133537515,14.6,0.000128126,704.476839,3.781329796,297.8046804,394.7919904,4868.787223
2018,860,20,28,25.547,7.153,4,0.001285385,0.106375895,14.6,8.80401E-05,723.0191372,-0.202014401,237.9355872,-18.19321275,3345.523057
2019,2124,42,27,99.154,26.772,3,0.008468449,0.283764314,14.6,0.000580031,975.9424627,26.84766132,353.0407443,5971.584623,22041.16971
2020,2506,60,35,112.207,39.272,4,0.012669588,0.359823749,14.6,0.00086778,1000.507586,39.30199744,306.2001158,10313.93304,32975.6404
2021,1476,19,23,67.255,15.469,2,0.004431886,0.213702976,14.6,0.000303554,804.3558704,15.51170739,463.4501579,2397.588126,11535.04453
2022,1008,32,23,36.58,8.413,5,0.001706121,0.120464131,14.6,0.000116858,702.9880414,2.010487321,268.4685176,212.2220418,4440.589527
2023,1077,0,25,41.505,10.376,0,0.002224935,0.147031364,14.6,0.000152393,702.7804201,5.815520171,326.5825957,655.8928365,5790.926301
2024,1929,62,30,90.846,27.254,5,0.007756667,0.286187922,14.6,0.000531279,960.1572195,27.30982601,350.5173116,5516.705225,20188.58481
2025,2900,44,38,121.2,46.056,2,0.016289546,0.399778458,14.6,0.001115722,981.9852207,46.0508875,290.7857473,13985.06922,42397.44971
2026,1136,0,25,45.606,11.402,0,0.002574816,0.161315565,14.6,0.000176357,717.790086,7.82093117,358.3054975,930.3908125,6701.576073
2027,1477,46,23,67.313,15.482,5,0.004436478,0.213779596,14.6,0.000303868,804.6895865,15.52463445,463.3182248,2401.211951,11546.99814
2028,1623,44,24,75.568,18.136,4,0.005231644,0.229418294,14.6,0.000358332,858.5995945,18.18327966,436.4929369,3090.433167,13616.60731
2029,1598,31,29,74.199,21.518,3,0.005615682,0.250111768,14.6,0.000384636,881.9013561,21.5830776,403.3179985,3611.759013,14616.15868
2030,2140,38,25,99.787,24.947,3,0.00820131,0.272758224,14.6,0.000561734,972.333191,25.02081595,369.615945,5607.171758,21345.87563
2031,2402,62,35,109.076,38.177,4,0.011918856,0.353158733,14.6,0.00081636,997.8070133,38.1962301,308.3218426,9607.759471,31021.67908
2032,1408,18,32,63.195,20.222,2,0.004817338,0.243507768,14.6,0.000329955,833.1467432,20.26198246,417.2904524,2987.536417,12538.2759
2033,963,15,30,33.293,9.988,2,0.001955381,0.144515216,14.6,0.00013393,709.0785773,5.171115385,322.8362696,521.4817732,5089.348738
2034,1019,1,25,37.375,9.344,1,0.001910965,0.133470991,14.6,0.000130888,701.4992437,3.832900965,297.2384399,409.0066791,4973.743871
2035,2032,67,31,95.373,29.566,5,0.008581094,0.300557348,14.6,0.000587746,969.2194834,29.61419252,341.5231405,6301.620089,22334.35433
2036,2423,48,36,109.734,39.504,3,0.01229705,0.361206787,14.6,0.000842264,997.5567826,39.5226393,305.5192504,10028.31509,32006.01938
2037,1007,0,25,36.508,9.127,0,0.001849493,0.130716868,14.6,0.000126678,703.1233866,3.420713033,291.3364929,360.7237448,4813.749123
2038,1806,14,24,85.034,20.408,1,0.0061877,0.243848381,14.6,0.000423815,907.5062901,20.43696563,414.2256118,3865.118189,16104.97186
2039,1701,23,27,79.722,21.525,2,0.005975171,0.250008284,14.6,0.000409258,899.9291086,21.58942914,402.8866501,3845.688386,15551.81423
2040,1081,22,22,41.786,9.193,3,0.001978362,0.130253239,14.6,0.000135504,703.7980246,3.458459675,289.3167283,391.5047434,5149.162206
2041,1374,41,22,61.115,13.445,5,0.003653943,0.189270692,14.6,0.00025027,777.7549579,11.86590511,419.9208242,1707.325087,9510.261306
2042,1243,19,22,52.783,11.612,2,0.002862113,0.163879273,14.6,0.000196035,745.0110055,8.182040701,363.8514748,1065.028874,7449.334979
2043,2602,60,36,114.816,41.334,4,0.013611239,0.372304917,14.6,0.000932277,1000.114139,41.35835602,301.8531028,11269.35805,35426.51338
2044,1939,31,33,91.299,30.129,2,0.008274719,0.303727294,14.6,0.000566762,961.4718643,30.17280402,339.1373416,6126.636289,21536.93895
2045,2077,55,43,97.254,41.819,4,0.010955869,0.375421142,14.6,0.000750402,974.898921,41.8200846,300.4286663,9095.990991,28515.27541
2046,1043,0,26,39.096,10.165,0,0.002116942,0.14445517,14.6,0.000144996,698.2509579,5.427831673,321.1253692,592.8424554,5509.849606
2047,1019,0,26,37.375,9.718,0,0.001987452,0.138813259,14.6,0.000136127,701.4992437,4.571846194,309.135612,487.8591035,5172.821376
2048,2294,75,35,105.49,36.921,5,0.011134981,0.345465334,14.6,0.00076267,994.057949,36.93194182,312.5229103,8872.053956,28981.45838
2049,1002,0,25,36.145,9.036,0,0.001824002,0.129558522,14.6,0.000124932,703.8001128,3.248183412,288.8446539,340.8292694,4747.402512
2050,1006,0,25,36.435,9.109,0,0.001844424,0.130488181,14.6,0.00012633,703.2587319,3.386584336,290.8451763,356.770136,4800.555633
2051,2015,28,29,94.647,27.448,2,0.008144232,0.287662649,14.6,0.000557824,967.5051854,27.50357224,349.876329,5803.537211,21197.31594
2052,2415,45,34,109.485,37.225,3,0.011788941,0.347429,14.6,0.000807462,998.6339814,37.24874881,311.6434528,9420.141848,30683.54606
2053,1091,13,22,42.487,9.347,2,0.002029549,0.132398533,14.6,0.00013901,706.3420357,3.754644839,294.0840937,428.9653676,5282.387675
2054,1058,1,22,40.163,8.836,1,0.0018623,0.125277265,14.6,0.000127555,697.9467989,2.77410339,278.2537051,307.3526264,4847.08101
2055,2320,54,33,106.385,35.107,4,0.010905125,0.334542327,14.6,0.000746926,994.5519927,35.13309761,320.0043303,8535.580157,28383.20316
2056,1286,34,33,55.573,18.339,4,0.004202541,0.232583748,14.6,0.000287845,788.5837208,18.37265643,436.9642884,2474.238386,10938.11995
2057,2407,61,31,109.234,33.863,4,0.011065611,0.327195778,14.6,0.000757919,999.0674861,33.89627155,325.4374079,8543.909479,28800.90459
2058,973,14,30,34.029,10.209,2,0.002014579,0.147360119,14.6,0.000137985,707.7251248,5.593596168,329.0465058,569.9445004,5243.426095
2059,1619,27,23,75.35,17.33,3,0.005107833,0.224542352,14.6,0.000349852,851.0479426,17.37223356,444.4609427,2945.310775,13294.36089
2060,2464,78,30,110.981,33.294,5,0.011212943,0.323882378,14.6,0.00076801,1002.561258,33.32691806,328.0209844,8599.327223,29184.37318
2061,1014,0,25,37.014,9.254,0,0.001885338,0.132330387,14.6,0.000129133,702.1759699,3.661828229,294.7983531,388.834276,4907.043253
2062,999,0,25,35.927,8.982,0,0.001808896,0.128871414,14.6,0.000123897,704.2061486,3.145952134,287.3647545,329.1138938,4708.086469
2063,2238,32,26,103.496,26.909,2,0.00895521,0.284789588,14.6,0.000613371,984.9394689,27.00145571,352.9875928,6328.137087,23308.08196
2064,1389,5,22,62.037,13.648,1,0.003748633,0.192078634,14.6,0.000256756,781.0525649,12.27761972,426.2021741,1785.85026,9756.715758
2065,1004,0,22,36.29,7.984,0,0.001614138,0.11442352,14.6,0.000110557,703.5294224,1.170602634,255.0705019,123.0755621,4201.18073
2066,2155,55,33,100.373,33.123,4,0.009759364,0.322316567,14.6,0.00066845,980.7993688,33.15993805,327.6349341,7483.238777,25401.08404
2067,1290,19,22,55.83,12.283,2,0.003138954,0.173182361,14.6,0.000214997,756.967858,9.520285927,384.3872837,1286.080994,8169.880684
2068,2495,70,32,111.891,35.805,4,0.011883729,0.338992896,14.6,0.000813954,1002.592562,35.83805362,317.7589748,9363.615736,30930.25457
2069,1108,18,22,43.672,9.608,2,0.002117755,0.136032994,14.6,0.000145052,710.6668547,4.258031319,302.1574641,494.0571966,5511.963896
2070,2002,61,31,94.087,29.167,5,0.008384751,0.29808114,14.6,0.000574298,966.6790686,29.21362102,343.0039767,6124.604964,21823.32491
2071,1015,0,25,37.086,9.272,0,0.001890452,0.132558619,14.6,0.000129483,702.0406247,3.696025654,295.2870285,392.8526049,4920.354131
2072,1011,0,24,36.797,8.831,0,0.001795024,0.126365232,14.6,0.000122947,702.5820057,2.830923059,281.5652551,299.7145587,4671.981377
2073,1726,34,25,81.016,20.254,3,0.005879967,0.242461338,14.6,0.000402737,893.9498073,20.30181149,415.5470658,3669.477257,15304.02391
2074,1070,10,24,41.012,9.843,1,0.002097341,0.139506258,14.6,0.000143654,700.9996123,4.761888856,309.8649296,533.5703034,5458.833087
2075,1230,19,28,51.929,14.54,2,0.003547311,0.205259152,14.6,0.000242966,741.703791,14.1056881,455.7579244,1816.887371,9232.726882
2076,1029,1,22,38.094,8.381,1,0.001727099,0.119456608,14.6,0.000118294,700.1457913,1.914643083,265.8388588,206.3154825,4495.188432
2077,2873,67,29,120.728,35.011,4,0.013581922,0.336460421,14.6,0.000930269,997.1414911,34.97255336,323.1344229,10521.83738,35350.20675
2078,1063,0,22,40.517,8.914,0,0.001887344,0.126364805,14.6,0.00012927,699.2188045,2.923363504,280.6722152,325.4203467,4912.264522
2079,2776,41,36,118.859,42.789,2,0.014866882,0.381161328,14.6,0.00101828,991.0632447,42.79237381,298.7565901,12439.83037,38694.62485
2080,1961,22,33,92.286,30.454,2,0.008426239,0.30581909,14.6,0.00057714,963.3664806,30.49251859,337.7924907,6261.804566,21931.30794
2081,1587,17,33,73.59,24.285,2,0.005954539,0.267042004,14.6,0.000407845,903.1946923,24.36224954,376.1498307,4048.768376,15498.11404
2082,1770,36,26,83.249,21.645,3,0.006246097,0.251156161,14.6,0.000427815,910.7215571,21.69378478,401.8070907,4021.029058,16256.96425
2083,1106,24,48,43.533,20.896,3,0.003893769,0.25056673,14.6,0.000266696,773.6877296,20.9052077,414.7013785,2421.242184,10134.46621
2084,2010,66,34,94.432,32.107,5,0.008923053,0.315955402,14.6,0.000611168,967.7321342,32.14202999,331.3624594,6765.470073,23224.38326
2085,1238,10,24,52.455,12.589,1,0.003090771,0.177686537,14.6,0.000211697,743.7389999,10.16060205,394.5182398,1317.251509,8044.471453
2086,1652,48,30,77.133,23.14,5,0.006025146,0.259576835,14.6,0.000412681,905.6933567,23.22489843,386.9365371,4017.838577,15681.88711
2087,1078,15,22,41.575,9.147,2,0.001963165,0.129612379,14.6,0.000134463,703.0348212,3.370126671,287.8923043,380.4465092,5109.60808
2088,2548,26,28,113.382,31.747,2,0.011269314,0.314779494,14.6,0.000771871,1009.105624,31.77257437,334.8143697,8477.746896,29331.09016
2089,3242,72,46,123.652,56.88,3,0.021247216,0.466441759,14.6,0.001455289,1014.549362,56.8514321,274.0854524,19301.14341,55300.97422
2090,2353,52,36,107.491,38.697,3,0.011779099,0.356285824,14.6,0.000806788,995.7962698,38.70819052,307.0881958,9537.914284,30657.92927
2091,1429,11,28,64.463,18.05,1,0.004615568,0.229880088,14.6,0.000316135,817.5792674,18.09411273,438.4083818,2707.684997,12013.12319
2092,1828,23,31,86.106,26.693,2,0.007247447,0.282174177,14.6,0.0004964,950.4289139,26.77084882,352.9694059,5124.682348,18863.21896
2093,2045,32,33,95.922,31.654,2,0.009000883,0.313256582,14.6,0.000616499,970.7045871,31.69338658,333.2528569,6787.198929,23426.95614
2094,1827,37,26,86.058,22.375,3,0.006569467,0.255917479,14.6,0.000449963,923.6490204,22.4167716,394.5899528,4288.843826,17098.61144
2095,2401,27,34,109.044,37.075,2,0.011689681,0.346512479,14.6,0.000800663,998.1468807,37.0974991,312.218185,9327.503292,30425.19619
2096,2338,28,26,106.992,27.818,2,0.009546022,0.290593776,14.6,0.000653837,994.1432084,27.88844423,349.8568753,6828.061316,24845.81016
2097,2013,56,25,94.561,23.64,4,0.007481098,0.264502627,14.6,0.000512404,954.2240583,23.67527068,382.2090408,4990.767588,19471.35223
2098,1894,52,38,89.237,33.91,4,0.008688385,0.326488178,14.6,0.000595095,958.6447008,33.94866253,324.345906,6733.351117,22613.60396
2099,1398,32,28,62.587,17.524,4,0.004454701,0.226787854,14.6,0.000305117,806.2914323,17.56882327,443.7190847,2572.044414,11594.42752
2100,2125,64,29,99.194,28.766,5,0.008833522,0.295858041,14.6,0.000605036,976.6810909,28.82920682,345.0473643,6415.348392,22991.35983
2101,1620,23,31,75.404,23.375,2,0.005946294,0.261240058,14.6,0.00040728,901.6495625,23.45479068,384.8594005,3979.011497,15476.65613
2102,2180,57,33,101.335,33.441,4,0.009932524,0.324273546,14.6,0.00068031,983.1641705,33.47668572,326.4057724,7642.361321,25851.77465
2103,1047,12,22,39.381,8.664,2,0.001809755,0.123021668,14.6,0.000123956,697.709577,2.44764502,273.3901299,268.3636761,4710.322458
2104,1433,18,23,64.703,14.882,2,0.004213981,0.209293012,14.6,0.000288629,790.7255453,14.80391314,464.5495251,2221.525673,10967.89454
2105,2662,32,31,116.31,36.056,2,0.012764661,0.341279039,14.6,0.000874292,1003.032729,36.07474768,317.5094153,10056.34053,33223.08934
2106,1076,20,22,41.435,9.116,3,0.001952992,0.129180388,14.6,0.000133767,702.526019,3.310606955,286.9320665,373.0340818,5083.129842
2107,2002,29,25,94.087,23.522,2,0.007419082,0.263751232,14.6,0.000508156,952.4535236,23.55336226,383.3406826,4937.93766,19309.93973
2108,1898,60,29,89.423,25.933,5,0.007412886,0.277971026,14.6,0.000507732,954.137544,25.9930444,358.8379115,5166.327995,19293.81396
2109,1422,21,22,64.042,14.089,2,0.003959516,0.198175944,14.6,0.0002712,788.3073002,13.17482447,439.8401572,1961.882766,10305.59046
2110,2369,57,27,108.017,29.165,4,0.009946337,0.298817822,14.6,0.000681256,996.9432911,29.22090787,344.5292085,7249.154963,25887.72605
2111,1908,46,32,89.885,28.763,4,0.007915141,0.295249169,14.6,0.000542133,958.5263307,28.81756426,344.6129685,5757.901864,20601.05218
2112,2330,54,25,106.723,26.681,4,0.009287772,0.283703066,14.6,0.000636149,993.1680087,26.76074841,354.4508016,6529.543118,24173.65378
2113,1720,12,24,80.707,19.37,1,0.005729219,0.23706933,14.6,0.000392412,886.2959666,19.41202282,424.3026893,3496.454316,14911.666
2114,1622,31,23,75.513,17.368,3,0.005122278,0.22476088,14.6,0.000350841,851.9962324,17.41043179,444.0706152,2957.256601,13331.9575
2115,1952,46,25,91.884,22.971,4,0.007136688,0.260210771,14.6,0.000488814,943.7973356,22.98959341,388.6868305,4699.370884,18574.94045
2116,1160,17,24,47.245,11.339,2,0.002613128,0.160328631,14.6,0.000178981,723.8957128,7.680237121,356.0950512,932.9561586,6801.291999
2117,1037,3,22,38.667,8.507,1,0.001763685,0.121046048,14.6,0.0001208,699.0630294,2.151673735,269.2135068,233.6596882,4590.412574
2118,1106,23,24,43.533,10.448,3,0.00229887,0.147933864,14.6,0.000157457,710.1580525,5.935683858,328.5919413,687.4711962,5983.359216
2119,1677,39,30,78.463,23.539,4,0.006174382,0.262040752,14.6,0.000422903,912.6157151,23.62512557,382.9319362,4148.927119,16070.30973
2120,1933,61,25,91.028,22.757,5,0.007029178,0.258810001,14.6,0.000481451,940.1474346,22.77778413,390.837938,4610.753927,18295.11975
2121,1034,22,25,38.452,9.613,3,0.001988482,0.136870385,14.6,0.000136197,699.4690651,4.345423998,304.4776752,470.523496,5175.500749
2122,1837,59,28,86.541,24.231,5,0.006898143,0.26725845,14.6,0.000472476,936.987084,24.28765697,376.0057421,4672.22119,17954.07144
2123,2567,48,33,113.896,37.586,3,0.01261388,0.349728667,14.6,0.000863964,1003.812152,37.630085,310.5901765,10115.55431,32830.64754
2124,1674,53,29,78.304,22.708,5,0.006044591,0.256992166,14.6,0.000414013,905.5570673,22.78826313,391.1466694,3994.802353,15732.49804
2125,1070,0,26,41.012,10.663,0,0.002272066,0.151128236,14.6,0.000155621,700.9996123,6.391575398,335.6791369,716.1769052,5913.597197
2126,2288,26,26,105.281,27.373,2,0.00924958,0.287722873,14.6,0.000633533,989.4217395,27.46025386,351.3596935,6579.443865,24074.24943
2127,1397,38,29,62.526,18.133,4,0.004526055,0.230585416,14.6,0.000310004,811.6963378,18.17649875,437.7734105,2659.103581,11780.14372
2128,1007,0,22,36.508,8.032,0,0.001627603,0.115034281,14.6,0.00011148,703.1233866,1.2603485,256.3837746,132.90727,4236.225809
2129,2282,46,30,105.071,31.521,3,0.010029031,0.312789197,14.6,0.00068692,990.9201899,31.57547257,334.4501774,7545.605874,26102.95851
2130,2010,64,25,94.432,23.608,5,0.007464197,0.264298932,14.6,0.000511246,953.7449894,23.64221503,382.5159532,4976.372006,19427.36111
2131,2276,33,32,104.859,33.555,2,0.010395681,0.325079111,14.6,0.000712033,991.5822788,33.59272562,326.1517973,8006.562874,27057.25087
2132,2349,45,31,107.359,33.281,3,0.010679545,0.323577359,14.6,0.000731476,995.7593371,33.31829758,327.5798256,8195.858229,27796.076
2133,1642,36,26,76.596,19.915,3,0.005539588,0.240111378,14.6,0.000379424,877.2150923,19.9751292,418.8337013,3434.720229,14418.1069
2134,1109,19,24,43.742,10.498,3,0.002315951,0.14862993,14.6,0.000158627,710.9212558,6.033076976,330.1377557,700.646619,6027.818495
2135,1983,57,29,93.258,27.045,5,0.007944892,0.28515019,14.6,0.000544171,964.9274696,27.09744428,351.3389585,5627.035617,20678.48547
2136,1791,50,26,84.295,21.917,4,0.00636483,0.252929594,14.6,0.000435947,915.5998293,21.96314381,399.1255696,4119.255299,16565.99705
2137,975,0,27,34.175,9.227,0,0.001823678,0.133122629,14.6,0.000124909,707.4544344,3.661401238,297.2269879,373.835515,4746.558617
2138,2815,37,35,119.644,41.875,2,0.014871604,0.375999957,14.6,0.001018603,990.8211276,41.87499461,301.0306078,12344.16679,38706.91348
2139,1005,0,22,36.363,8,0,0.001618621,0.114627159,14.6,0.000110864,703.3940771,1.200510313,255.5085519,126.3457317,4212.849425
2140,2211,39,26,102.502,26.651,3,0.008797251,0.283182658,14.6,0.000602551,982.6958039,26.74130496,353.912894,6191.558168,22896.95569
2141,2081,52,25,97.418,24.354,4,0.007866106,0.269027136,14.6,0.000538774,964.4486284,24.41139127,375.34226,5319.77458,20473.42568
2142,2050,33,25,96.132,24.033,2,0.007690461,0.266997318,14.6,0.000526744,959.9445379,24.08074625,378.4329204,5169.546194,20016.268
2143,1592,32,23,73.867,16.989,3,0.0049787,0.222577498,14.6,0.000341007,842.4811256,17.02984115,447.9600362,2839.110386,12958.25935
2144,2200,50,38,102.091,38.795,3,0.011029264,0.356806082,14.6,0.000755429,986.5196928,38.7967966,306.6638869,8938.140287,28706.30383
2145,1092,5,22,42.557,9.363,1,0.002034831,0.132621531,14.6,0.000139372,706.5964369,3.78549373,294.5795639,432.8862463,5296.13473
2146,1040,18,31,38.881,12.053,3,0.00250449,0.171393519,14.6,0.00017154,698.6569936,9.17094981,381.1001703,998.7948031,6518.53623
2147,1507,35,27,69.06,18.646,4,0.004936022,0.233116096,14.6,0.000338084,839.0192613,18.69233446,432.1296484,2949.887228,12847.18156
2148,1345,16,24,59.314,14.235,2,0.003788945,0.200495389,14.6,0.000259517,770.9599194,13.48848477,444.8099912,1899.827056,9861.637207
2149,1107,16,24,43.603,10.465,2,0.00230463,0.148170611,14.6,0.000157851,710.4124536,5.968806344,329.1177242,691.9324961,5998.353287
2150,1820,35,33,85.718,28.287,3,0.007462709,0.29183242,14.6,0.000511144,950.4417279,28.36036499,346.7139696,5405.200668,19423.49027
2151,1969,39,25,92.641,23.16,3,0.007232865,0.2614406,14.6,0.000495402,946.9220743,23.17903056,386.8089003,4779.358434,18825.26488
2152,2194,53,26,101.865,26.485,4,0.008697722,0.282148205,14.6,0.000595734,981.2937834,26.57384894,354.5072553,6105.478457,22637.90653
2153,1732,32,23,81.324,18.705,3,0.00567277,0.233107209,14.6,0.000388546,883.30311,18.73832974,430.9492612,3398.657358,14764.74465
2154,1191,15,24,49.337,11.841,2,0.002799683,0.16730369,14.6,0.000191759,731.7821474,8.671649754,371.5489258,1081.538809,7286.846612
2155,1003,0,22,36.218,7.968,0,0.00160966,0.11421983,14.6,0.000110251,703.6647676,1.140702566,254.6321594,119.8124556,4189.525034
2156,1094,6,24,42.697,10.247,1,0.002230904,0.145134943,14.6,0.000152802,707.1052391,5.544741995,322.3746805,635.2245622,5806.462909
2157,1969,30,31,92.641,28.719,2,0.008169527,0.295297385,14.6,0.000559557,963.9314445,28.76342625,344.6588797,5930.82284,21263.15304
2158,1202,11,25,50.073,12.518,1,0.002986337,0.176824617,14.6,0.000204544,734.5805597,10.03013787,392.6752239,1262.525005,7772.6577
2159,1759,33,24,82.696,19.847,3,0.00593609,0.24018344,14.6,0.000406582,896.1757271,19.88296298,419.6883794,3662.482527,15450.09836
